"N20141122T055501574ID30F23.IMG",2048,2048," 29.40934 ","23","FFP-Vis_Green","2014-11-22T05:56:13.003","2014-11-22T05:56:13.297"
"N20141122T055509449ID30F24.IMG",2048,2048," 29.40928 ","24","FFP-Vis_Blue","2014-11-22T05:56:20.878","2014-11-22T05:56:21.166"
"N20141122T055517754ID30F27.IMG",2048,2048," 29.40922 ","27","FFP-Vis_Hydra","2014-11-22T05:56:29.183","2014-11-22T05:56:30.083"
"N20141122T055526236ID30F28.IMG",2048,2048," 29.40915 ","28","FFP-Vis_Red","2014-11-22T05:56:37.665","2014-11-22T05:56:37.989"
"N20141122T055534584ID30F51.IMG",2048,2048," 29.40908 ","51","Ortho_FFP-IR","2014-11-22T05:56:46.013","2014-11-22T05:56:46.985"
"N20141122T055543159ID30F61.IMG",2048,2048," 29.40902 ","61","Fe2O3_FFP-IR","2014-11-22T05:56:54.588","2014-11-22T05:56:56.988"
"N20141122T061253801ID30F22.IMG",2048,2048," 29.40270 ","22","FFP-Vis_Orange","2014-11-22T06:14:05.230","2014-11-22T06:14:05.428"
"N20141122T061301658ID30F23.IMG",2048,2048," 29.40266 ","23","FFP-Vis_Green","2014-11-22T06:14:13.087","2014-11-22T06:14:13.381"
"N20141122T061309691ID30F24.IMG",2048,2048," 29.40263 ","24","FFP-Vis_Blue","2014-11-22T06:14:21.121","2014-11-22T06:14:21.409"
"N20141122T061317997ID30F27.IMG",2048,2048," 29.40259 ","27","FFP-Vis_Hydra","2014-11-22T06:14:29.426","2014-11-22T06:14:30.326"
"N20141122T061326477ID30F28.IMG",2048,2048," 29.40256 ","28","FFP-Vis_Red","2014-11-22T06:14:37.906","2014-11-22T06:14:38.230"
"N20141122T061334987ID30F51.IMG",2048,2048," 29.40252 ","51","Ortho_FFP-IR","2014-11-22T06:14:46.416","2014-11-22T06:14:47.388"
"N20141122T061343542ID30F61.IMG",2048,2048," 29.40249 ","61","Fe2O3_FFP-IR","2014-11-22T06:14:54.971","2014-11-22T06:14:57.371"
"N20141122T063253815ID30F22.IMG",2048,2048," 29.39999 ","22","FFP-Vis_Orange","2014-11-22T06:34:05.244","2014-11-22T06:34:05.442"
"N20141122T063301620ID30F23.IMG",2048,2048," 29.39999 ","23","FFP-Vis_Green","2014-11-22T06:34:13.049","2014-11-22T06:34:13.343"
"N20141122T063309495ID30F24.IMG",2048,2048," 29.39999 ","24","FFP-Vis_Blue","2014-11-22T06:34:20.924","2014-11-22T06:34:21.213"
"N20141122T063317800ID30F27.IMG",2048,2048," 29.39998 ","27","FFP-Vis_Hydra","2014-11-22T06:34:29.230","2014-11-22T06:34:30.130"
"N20141122T063326440ID30F28.IMG",2048,2048," 29.39998 ","28","FFP-Vis_Red","2014-11-22T06:34:37.870","2014-11-22T06:34:38.194"
"N20141122T063334790ID30F51.IMG",2048,2048," 29.39998 ","51","Ortho_FFP-IR","2014-11-22T06:34:46.220","2014-11-22T06:34:47.192"
"N20141122T063343340ID30F61.IMG",2048,2048," 29.39998 ","61","Fe2O3_FFP-IR","2014-11-22T06:34:54.770","2014-11-22T06:34:57.170"
"N20141122T065253908ID30F22.IMG",2048,2048," 29.40221 ","22","FFP-Vis_Orange","2014-11-22T06:54:05.338","2014-11-22T06:54:05.536"
"N20141122T065301728ID30F23.IMG",2048,2048," 29.40224 ","23","FFP-Vis_Green","2014-11-22T06:54:13.158","2014-11-22T06:54:13.452"
"N20141122T065309608ID30F24.IMG",2048,2048," 29.40227 ","24","FFP-Vis_Blue","2014-11-22T06:54:21.038","2014-11-22T06:54:21.326"
"N20141122T065317914ID30F27.IMG",2048,2048," 29.40230 ","27","FFP-Vis_Hydra","2014-11-22T06:54:29.344","2014-11-22T06:54:30.244"
"N20141122T065326398ID30F28.IMG",2048,2048," 29.40233 ","28","FFP-Vis_Red","2014-11-22T06:54:37.828","2014-11-22T06:54:38.152"
"N20141122T065334749ID30F51.IMG",2048,2048," 29.40237 ","51","Ortho_FFP-IR","2014-11-22T06:54:46.178","2014-11-22T06:54:47.150"
"N20141122T065343454ID30F61.IMG",2048,2048," 29.40240 ","61","Fe2O3_FFP-IR","2014-11-22T06:54:54.884","2014-11-22T06:54:57.284"
"N20141122T071254807ID30F22.IMG",2048,2048," 29.40860 ","22","FFP-Vis_Orange","2014-11-22T07:14:06.237","2014-11-22T07:14:06.435"
"N20141122T071302582ID30F23.IMG",2048,2048," 29.40865 ","23","FFP-Vis_Green","2014-11-22T07:14:14.012","2014-11-22T07:14:14.306"
"N20141122T071310622ID30F24.IMG",2048,2048," 29.40871 ","24","FFP-Vis_Blue","2014-11-22T07:14:22.052","2014-11-22T07:14:22.341"
"N20141122T071318927ID30F27.IMG",2048,2048," 29.40876 ","27","FFP-Vis_Hydra","2014-11-22T07:14:30.358","2014-11-22T07:14:31.258"
"N20141122T071327412ID30F28.IMG",2048,2048," 29.40882 ","28","FFP-Vis_Red","2014-11-22T07:14:38.843","2014-11-22T07:14:39.167"
"N20141122T071335767ID30F51.IMG",2048,2048," 29.40888 ","51","Ortho_FFP-IR","2014-11-22T07:14:47.198","2014-11-22T07:14:48.170"
"N20141122T071344322ID30F61.IMG",2048,2048," 29.40894 ","61","Fe2O3_FFP-IR","2014-11-22T07:14:55.753","2014-11-22T07:14:58.153"
"N20141122T073254797ID30F22.IMG",2048,2048," 29.41780 ","22","FFP-Vis_Orange","2014-11-22T07:34:06.227","2014-11-22T07:34:06.425"
"N20141122T073302581ID30F23.IMG",2048,2048," 29.41787 ","23","FFP-Vis_Green","2014-11-22T07:34:14.012","2014-11-22T07:34:14.306"
"N20141122T073310476ID30F24.IMG",2048,2048," 29.41793 ","24","FFP-Vis_Blue","2014-11-22T07:34:21.907","2014-11-22T07:34:22.195"
"N20141122T073318791ID30F27.IMG",2048,2048," 29.41800 ","27","FFP-Vis_Hydra","2014-11-22T07:34:30.222","2014-11-22T07:34:31.122"
"N20141122T073327276ID30F28.IMG",2048,2048," 29.41808 ","28","FFP-Vis_Red","2014-11-22T07:34:38.707","2014-11-22T07:34:39.031"
"N20141122T073335651ID30F51.IMG",2048,2048," 29.41815 ","51","Ortho_FFP-IR","2014-11-22T07:34:47.082","2014-11-22T07:34:48.054"
"N20141122T073344206ID30F61.IMG",2048,2048," 29.41822 ","61","Fe2O3_FFP-IR","2014-11-22T07:34:55.637","2014-11-22T07:34:58.037"
"N20141122T075253794ID30F22.IMG",2048,2048," 29.42815 ","22","FFP-Vis_Orange","2014-11-22T07:54:05.226","2014-11-22T07:54:05.424"
"N20141122T075301584ID30F23.IMG",2048,2048," 29.42822 ","23","FFP-Vis_Green","2014-11-22T07:54:13.016","2014-11-22T07:54:13.310"
"N20141122T075309515ID30F24.IMG",2048,2048," 29.42828 ","24","FFP-Vis_Blue","2014-11-22T07:54:20.946","2014-11-22T07:54:21.234"
"N20141122T075317830ID30F27.IMG",2048,2048," 29.42836 ","27","FFP-Vis_Hydra","2014-11-22T07:54:29.261","2014-11-22T07:54:30.161"
"N20141122T075326315ID30F28.IMG",2048,2048," 29.42843 ","28","FFP-Vis_Red","2014-11-22T07:54:37.746","2014-11-22T07:54:38.070"
"N20141122T075334665ID30F51.IMG",2048,2048," 29.42850 ","51","Ortho_FFP-IR","2014-11-22T07:54:46.096","2014-11-22T07:54:47.068"
"N20141122T075343378ID30F61.IMG",2048,2048," 29.42858 ","61","Fe2O3_FFP-IR","2014-11-22T07:54:54.809","2014-11-22T07:54:57.209"
"N20141122T081253823ID30F22.IMG",2048,2048," 29.43796 ","22","FFP-Vis_Orange","2014-11-22T08:14:05.255","2014-11-22T08:14:05.453"
"N20141122T081301603ID30F23.IMG",2048,2048," 29.43801 ","23","FFP-Vis_Green","2014-11-22T08:14:13.035","2014-11-22T08:14:13.329"
"N20141122T081309678ID30F24.IMG",2048,2048," 29.43807 ","24","FFP-Vis_Blue","2014-11-22T08:14:21.110","2014-11-22T08:14:21.398"
"N20141122T081317989ID30F27.IMG",2048,2048," 29.43814 ","27","FFP-Vis_Hydra","2014-11-22T08:14:29.420","2014-11-22T08:14:30.320"
"N20141122T081326474ID30F28.IMG",2048,2048," 29.43820 ","28","FFP-Vis_Red","2014-11-22T08:14:37.905","2014-11-22T08:14:38.229"
"N20141122T081334984ID30F51.IMG",2048,2048," 29.43826 ","51","Ortho_FFP-IR","2014-11-22T08:14:46.415","2014-11-22T08:14:47.387"
"N20141122T081343559ID30F61.IMG",2048,2048," 29.43833 ","61","Fe2O3_FFP-IR","2014-11-22T08:14:54.990","2014-11-22T08:14:57.390"
"N20141122T083253817ID30F22.IMG",2048,2048," 29.44570 ","22","FFP-Vis_Orange","2014-11-22T08:34:05.249","2014-11-22T08:34:05.447"
"N20141122T083301642ID30F23.IMG",2048,2048," 29.44574 ","23","FFP-Vis_Green","2014-11-22T08:34:13.074","2014-11-22T08:34:13.368"
"N20141122T083309525ID30F24.IMG",2048,2048," 29.44578 ","24","FFP-Vis_Blue","2014-11-22T08:34:20.957","2014-11-22T08:34:21.245"
"N20141122T083317837ID30F27.IMG",2048,2048," 29.44583 ","27","FFP-Vis_Hydra","2014-11-22T08:34:29.269","2014-11-22T08:34:30.169"
"N20141122T083326323ID30F28.IMG",2048,2048," 29.44587 ","28","FFP-Vis_Red","2014-11-22T08:34:37.756","2014-11-22T08:34:38.079"
"N20141122T083334677ID30F51.IMG",2048,2048," 29.44591 ","51","Ortho_FFP-IR","2014-11-22T08:34:46.110","2014-11-22T08:34:47.082"
"N20141122T083343238ID30F61.IMG",2048,2048," 29.44596 ","61","Fe2O3_FFP-IR","2014-11-22T08:34:54.670","2014-11-22T08:34:57.070"
"N20141122T085253826ID30F22.IMG",2048,2048," 29.45020 ","22","FFP-Vis_Orange","2014-11-22T08:54:05.259","2014-11-22T08:54:05.457"
"N20141122T085301642ID30F23.IMG",2048,2048," 29.45021 ","23","FFP-Vis_Green","2014-11-22T08:54:13.075","2014-11-22T08:54:13.368"
"N20141122T085309526ID30F24.IMG",2048,2048," 29.45023 ","24","FFP-Vis_Blue","2014-11-22T08:54:20.959","2014-11-22T08:54:21.247"
"N20141122T085317836ID30F27.IMG",2048,2048," 29.45025 ","27","FFP-Vis_Hydra","2014-11-22T08:54:29.269","2014-11-22T08:54:30.169"
"N20141122T085326326ID30F28.IMG",2048,2048," 29.45026 ","28","FFP-Vis_Red","2014-11-22T08:54:37.759","2014-11-22T08:54:38.083"
"N20141122T085334681ID30F51.IMG",2048,2048," 29.45028 ","51","Ortho_FFP-IR","2014-11-22T08:54:46.114","2014-11-22T08:54:47.086"
"N20141122T085343248ID30F61.IMG",2048,2048," 29.45030 ","61","Fe2O3_FFP-IR","2014-11-22T08:54:54.680","2014-11-22T08:54:57.080"
"N20141122T091253825ID30F22.IMG",2048,2048," 29.45066 ","22","FFP-Vis_Orange","2014-11-22T09:14:05.258","2014-11-22T09:14:05.456"
"N20141122T091301675ID30F23.IMG",2048,2048," 29.45065 ","23","FFP-Vis_Green","2014-11-22T09:14:13.108","2014-11-22T09:14:13.402"
"N20141122T091309715ID30F24.IMG",2048,2048," 29.45064 ","24","FFP-Vis_Blue","2014-11-22T09:14:21.148","2014-11-22T09:14:21.436"
"N20141122T091318025ID30F27.IMG",2048,2048," 29.45063 ","27","FFP-Vis_Hydra","2014-11-22T09:14:29.458","2014-11-22T09:14:30.358"
"N20141122T091326515ID30F28.IMG",2048,2048," 29.45061 ","28","FFP-Vis_Red","2014-11-22T09:14:37.948","2014-11-22T09:14:38.272"
"N20141122T091335030ID30F51.IMG",2048,2048," 29.45060 ","51","Ortho_FFP-IR","2014-11-22T09:14:46.463","2014-11-22T09:14:47.435"
"N20141122T091343585ID30F61.IMG",2048,2048," 29.45059 ","61","Fe2O3_FFP-IR","2014-11-22T09:14:55.018","2014-11-22T09:14:57.418"
"N20141122T093253834ID30F22.IMG",2048,2048," 29.44676 ","22","FFP-Vis_Orange","2014-11-22T09:34:05.267","2014-11-22T09:34:05.465"
"N20141122T093301631ID30F23.IMG",2048,2048," 29.44672 ","23","FFP-Vis_Green","2014-11-22T09:34:13.064","2014-11-22T09:34:13.358"
"N20141122T093309514ID30F24.IMG",2048,2048," 29.44668 ","24","FFP-Vis_Blue","2014-11-22T09:34:20.947","2014-11-22T09:34:21.235"
"N20141122T093317829ID30F27.IMG",2048,2048," 29.44664 ","27","FFP-Vis_Hydra","2014-11-22T09:34:29.263","2014-11-22T09:34:30.163"
"N20141122T093326319ID30F28.IMG",2048,2048," 29.44660 ","28","FFP-Vis_Red","2014-11-22T09:34:37.753","2014-11-22T09:34:38.076"
"N20141122T093334684ID30F51.IMG",2048,2048," 29.44655 ","51","Ortho_FFP-IR","2014-11-22T09:34:46.118","2014-11-22T09:34:47.089"
"N20141122T093343244ID30F61.IMG",2048,2048," 29.44651 ","61","Fe2O3_FFP-IR","2014-11-22T09:34:54.678","2014-11-22T09:34:57.078"
"N20141122T095253893ID30F22.IMG",2048,2048," 29.43861 ","22","FFP-Vis_Orange","2014-11-22T09:54:05.327","2014-11-22T09:54:05.525"
"N20141122T095301695ID30F23.IMG",2048,2048," 29.43855 ","23","FFP-Vis_Green","2014-11-22T09:54:13.129","2014-11-22T09:54:13.423"
"N20141122T095309578ID30F24.IMG",2048,2048," 29.43848 ","24","FFP-Vis_Blue","2014-11-22T09:54:21.012","2014-11-22T09:54:21.300"
"N20141122T095318048ID30F27.IMG",2048,2048," 29.43841 ","27","FFP-Vis_Hydra","2014-11-22T09:54:29.482","2014-11-22T09:54:30.382"
"N20141122T095326538ID30F28.IMG",2048,2048," 29.43834 ","28","FFP-Vis_Red","2014-11-22T09:54:37.972","2014-11-22T09:54:38.296"
"N20141122T095334900ID30F51.IMG",2048,2048," 29.43826 ","51","Ortho_FFP-IR","2014-11-22T09:54:46.334","2014-11-22T09:54:47.306"
"N20141122T095343620ID30F61.IMG",2048,2048," 29.43819 ","61","Fe2O3_FFP-IR","2014-11-22T09:54:55.053","2014-11-22T09:54:57.453"
"N20141122T101254814ID30F22.IMG",2048,2048," 29.42675 ","22","FFP-Vis_Orange","2014-11-22T10:14:06.248","2014-11-22T10:14:06.446"
"N20141122T101302598ID30F23.IMG",2048,2048," 29.42667 ","23","FFP-Vis_Green","2014-11-22T10:14:14.032","2014-11-22T10:14:14.326"
"N20141122T101310643ID30F24.IMG",2048,2048," 29.42658 ","24","FFP-Vis_Blue","2014-11-22T10:14:22.077","2014-11-22T10:14:22.365"
"N20141122T101318957ID30F27.IMG",2048,2048," 29.42648 ","27","FFP-Vis_Hydra","2014-11-22T10:14:30.391","2014-11-22T10:14:31.291"
"N20141122T101327452ID30F28.IMG",2048,2048," 29.42639 ","28","FFP-Vis_Red","2014-11-22T10:14:38.886","2014-11-22T10:14:39.210"
"N20141122T101335812ID30F51.IMG",2048,2048," 29.42630 ","51","Ortho_FFP-IR","2014-11-22T10:14:47.246","2014-11-22T10:14:48.218"
"N20141122T101344373ID30F61.IMG",2048,2048," 29.42620 ","61","Fe2O3_FFP-IR","2014-11-22T10:14:55.806","2014-11-22T10:14:58.207"
"N20141122T103253846ID30F22.IMG",2048,2048," 29.41220 ","22","FFP-Vis_Orange","2014-11-22T10:34:05.281","2014-11-22T10:34:05.479"
"N20141122T103301631ID30F23.IMG",2048,2048," 29.41210 ","23","FFP-Vis_Green","2014-11-22T10:34:13.066","2014-11-22T10:34:13.360"
"N20141122T103309516ID30F24.IMG",2048,2048," 29.41200 ","24","FFP-Vis_Blue","2014-11-22T10:34:20.951","2014-11-22T10:34:21.239"
"N20141122T103317831ID30F27.IMG",2048,2048," 29.41189 ","27","FFP-Vis_Hydra","2014-11-22T10:34:29.266","2014-11-22T10:34:30.166"
"N20141122T103326326ID30F28.IMG",2048,2048," 29.41178 ","28","FFP-Vis_Red","2014-11-22T10:34:37.761","2014-11-22T10:34:38.085"
"N20141122T103334691ID30F51.IMG",2048,2048," 29.41167 ","51","Ortho_FFP-IR","2014-11-22T10:34:46.126","2014-11-22T10:34:47.098"
"N20141122T103343251ID30F61.IMG",2048,2048," 29.41156 ","61","Fe2O3_FFP-IR","2014-11-22T10:34:54.686","2014-11-22T10:34:57.086"
"N20141122T105253805ID30F22.IMG",2048,2048," 29.39625 ","22","FFP-Vis_Orange","2014-11-22T10:54:05.240","2014-11-22T10:54:05.438"
"N20141122T105301623ID30F23.IMG",2048,2048," 29.39615 ","23","FFP-Vis_Green","2014-11-22T10:54:13.057","2014-11-22T10:54:13.351"
"N20141122T105309510ID30F24.IMG",2048,2048," 29.39604 ","24","FFP-Vis_Blue","2014-11-22T10:54:20.945","2014-11-22T10:54:21.233"
"N20141122T105317825ID30F27.IMG",2048,2048," 29.39593 ","27","FFP-Vis_Hydra","2014-11-22T10:54:29.260","2014-11-22T10:54:30.160"
"N20141122T105326315ID30F28.IMG",2048,2048," 29.39582 ","28","FFP-Vis_Red","2014-11-22T10:54:37.750","2014-11-22T10:54:38.074"
"N20141122T105334676ID30F51.IMG",2048,2048," 29.39570 ","51","Ortho_FFP-IR","2014-11-22T10:54:46.110","2014-11-22T10:54:47.082"
"N20141122T105343246ID30F61.IMG",2048,2048," 29.39559 ","61","Fe2O3_FFP-IR","2014-11-22T10:54:54.680","2014-11-22T10:54:57.080"
"N20141122T110753807ID30F22.IMG",2048,2048," 29.38434 ","22","FFP-Vis_Orange","2014-11-22T11:09:05.242","2014-11-22T11:09:05.440"
"N20141122T110801597ID30F23.IMG",2048,2048," 29.38424 ","23","FFP-Vis_Green","2014-11-22T11:09:13.032","2014-11-22T11:09:13.326"
"N20141122T110809487ID30F24.IMG",2048,2048," 29.38414 ","24","FFP-Vis_Blue","2014-11-22T11:09:20.922","2014-11-22T11:09:21.210"
"N20141122T110817797ID30F27.IMG",2048,2048," 29.38403 ","27","FFP-Vis_Hydra","2014-11-22T11:09:29.232","2014-11-22T11:09:30.132"
"N20141122T110826287ID30F28.IMG",2048,2048," 29.38392 ","28","FFP-Vis_Red","2014-11-22T11:09:37.722","2014-11-22T11:09:38.046"
"N20141122T110834647ID30F51.IMG",2048,2048," 29.38381 ","51","Ortho_FFP-IR","2014-11-22T11:09:46.082","2014-11-22T11:09:47.054"
"N20141122T110843208ID30F61.IMG",2048,2048," 29.38370 ","61","Fe2O3_FFP-IR","2014-11-22T11:09:54.643","2014-11-22T11:09:57.043"
"N20141122T135853804ID30F22.IMG",2048,2048," 29.37971 ","22","FFP-Vis_Orange","2014-11-22T14:00:05.243","2014-11-22T14:00:05.441"
"N20141122T135901604ID30F23.IMG",2048,2048," 29.37976 ","23","FFP-Vis_Green","2014-11-22T14:00:13.043","2014-11-22T14:00:13.337"
"N20141122T135909524ID30F24.IMG",2048,2048," 29.37982 ","24","FFP-Vis_Blue","2014-11-22T14:00:20.963","2014-11-22T14:00:21.251"
"N20141122T135917840ID30F27.IMG",2048,2048," 29.37988 ","27","FFP-Vis_Hydra","2014-11-22T14:00:29.278","2014-11-22T14:00:30.178"
"N20141122T135926344ID30F28.IMG",2048,2048," 29.37994 ","28","FFP-Vis_Red","2014-11-22T14:00:37.783","2014-11-22T14:00:38.107"
"N20141122T135934705ID30F51.IMG",2048,2048," 29.38000 ","51","Ortho_FFP-IR","2014-11-22T14:00:46.143","2014-11-22T14:00:47.115"
"N20141122T135943266ID30F61.IMG",2048,2048," 29.38006 ","61","Fe2O3_FFP-IR","2014-11-22T14:00:54.704","2014-11-22T14:00:57.104"
"N20141122T141953804ID30F22.IMG",2048,2048," 29.38758 ","22","FFP-Vis_Orange","2014-11-22T14:21:05.243","2014-11-22T14:21:05.441"
"N20141122T142001593ID30F23.IMG",2048,2048," 29.38762 ","23","FFP-Vis_Green","2014-11-22T14:21:13.032","2014-11-22T14:21:13.326"
"N20141122T142009473ID30F24.IMG",2048,2048," 29.38766 ","24","FFP-Vis_Blue","2014-11-22T14:21:20.912","2014-11-22T14:21:21.200"
"N20141122T142017798ID30F27.IMG",2048,2048," 29.38770 ","27","FFP-Vis_Hydra","2014-11-22T14:21:29.237","2014-11-22T14:21:30.137"
"N20141122T142026288ID30F28.IMG",2048,2048," 29.38775 ","28","FFP-Vis_Red","2014-11-22T14:21:37.727","2014-11-22T14:21:38.051"
"N20141122T142034648ID30F51.IMG",2048,2048," 29.38779 ","51","Ortho_FFP-IR","2014-11-22T14:21:46.087","2014-11-22T14:21:47.059"
"N20141122T142043208ID30F61.IMG",2048,2048," 29.38783 ","61","Fe2O3_FFP-IR","2014-11-22T14:21:54.647","2014-11-22T14:21:57.047"
"N20141122T143853846ID30F22.IMG",2048,2048," 29.39196 ","22","FFP-Vis_Orange","2014-11-22T14:40:05.286","2014-11-22T14:40:05.484"
"N20141122T143901657ID30F23.IMG",2048,2048," 29.39198 ","23","FFP-Vis_Green","2014-11-22T14:40:13.097","2014-11-22T14:40:13.391"
"N20141122T143909541ID30F24.IMG",2048,2048," 29.39200 ","24","FFP-Vis_Blue","2014-11-22T14:40:20.981","2014-11-22T14:40:21.269"
"N20141122T143917856ID30F27.IMG",2048,2048," 29.39202 ","27","FFP-Vis_Hydra","2014-11-22T14:40:29.296","2014-11-22T14:40:30.196"
"N20141122T143926352ID30F28.IMG",2048,2048," 29.39204 ","28","FFP-Vis_Red","2014-11-22T14:40:37.791","2014-11-22T14:40:38.115"
"N20141122T143934877ID30F51.IMG",2048,2048," 29.39206 ","51","Ortho_FFP-IR","2014-11-22T14:40:46.316","2014-11-22T14:40:47.288"
"N20141122T143943442ID30F61.IMG",2048,2048," 29.39208 ","61","Fe2O3_FFP-IR","2014-11-22T14:40:54.881","2014-11-22T14:40:57.281"
"N20141122T145853891ID30F22.IMG",2048,2048," 29.39289 ","22","FFP-Vis_Orange","2014-11-22T15:00:05.330","2014-11-22T15:00:05.528"
"N20141122T145901741ID30F23.IMG",2048,2048," 29.39288 ","23","FFP-Vis_Green","2014-11-22T15:00:13.181","2014-11-22T15:00:13.475"
"N20141122T145909631ID30F24.IMG",2048,2048," 29.39288 ","24","FFP-Vis_Blue","2014-11-22T15:00:21.071","2014-11-22T15:00:21.359"
"N20141122T145917950ID30F27.IMG",2048,2048," 29.39287 ","27","FFP-Vis_Hydra","2014-11-22T15:00:29.390","2014-11-22T15:00:30.290"
"N20141122T145926445ID30F28.IMG",2048,2048," 29.39286 ","28","FFP-Vis_Red","2014-11-22T15:00:37.885","2014-11-22T15:00:38.209"
"N20141122T145934810ID30F51.IMG",2048,2048," 29.39285 ","51","Ortho_FFP-IR","2014-11-22T15:00:46.250","2014-11-22T15:00:47.222"
"N20141122T145943375ID30F61.IMG",2048,2048," 29.39284 ","61","Fe2O3_FFP-IR","2014-11-22T15:00:54.815","2014-11-22T15:00:57.215"
"N20141122T151853804ID30F22.IMG",2048,2048," 29.38958 ","22","FFP-Vis_Orange","2014-11-22T15:20:05.244","2014-11-22T15:20:05.442"
"N20141122T151901594ID30F23.IMG",2048,2048," 29.38955 ","23","FFP-Vis_Green","2014-11-22T15:20:13.034","2014-11-22T15:20:13.328"
"N20141122T151909484ID30F24.IMG",2048,2048," 29.38951 ","24","FFP-Vis_Blue","2014-11-22T15:20:20.924","2014-11-22T15:20:21.212"
"N20141122T151917814ID30F27.IMG",2048,2048," 29.38947 ","27","FFP-Vis_Hydra","2014-11-22T15:20:29.254","2014-11-22T15:20:30.154"
"N20141122T151926309ID30F28.IMG",2048,2048," 29.38943 ","28","FFP-Vis_Red","2014-11-22T15:20:37.749","2014-11-22T15:20:38.073"
"N20141122T151934684ID30F51.IMG",2048,2048," 29.38939 ","51","Ortho_FFP-IR","2014-11-22T15:20:46.124","2014-11-22T15:20:47.096"
"N20141122T151943249ID30F61.IMG",2048,2048," 29.38935 ","61","Fe2O3_FFP-IR","2014-11-22T15:20:54.689","2014-11-22T15:20:57.089"
"N20141122T153853917ID30F22.IMG",2048,2048," 29.38200 ","22","FFP-Vis_Orange","2014-11-22T15:40:05.358","2014-11-22T15:40:05.556"
"N20141122T153901708ID30F23.IMG",2048,2048," 29.38194 ","23","FFP-Vis_Green","2014-11-22T15:40:13.148","2014-11-22T15:40:13.442"
"N20141122T153909597ID30F24.IMG",2048,2048," 29.38188 ","24","FFP-Vis_Blue","2014-11-22T15:40:21.038","2014-11-22T15:40:21.326"
"N20141122T153917920ID30F27.IMG",2048,2048," 29.38181 ","27","FFP-Vis_Hydra","2014-11-22T15:40:29.360","2014-11-22T15:40:30.260"
